"pol_id","losspaid","class4","tgroup"
927272,1186,1152,4
927278,8650,1101,1
927295,519,1101,5
927309,2142,1261,4
927317,5800,1101,3
927318,851,1101,4
927318,2213,1101,4
927326,3393,1101,4
927343,7820,1101,4
927343,1075,1101,4
927343,1888,1101,4
927348,460,1264,3
927348,347,1264,3
927349,5,1101,2
927350,1068,1423,6
927352,2309,1101,2
927352,475,1101,2
927357,1036,1101,6
927377,16617,1101,5
927378,281,1101,2
927389,320,1101,3
927389,807,1101,3
927402,1283,1152,4
927402,14645,1152,4
927402,226,1152,4
927407,3895,1152,5
927408,317,1221,6
927408,789,1221,6
927415,1451,1101,5
927417,335,1101,4
927421,2815,1101,5
927427,525,1101,2
927435,1619,1152,4
927437,1148,1263,2
927441,2289,1428,3
927449,5033,1101,4
927501,604,1423,6
927512,1059,1101,1
927512,13303,1101,1
927518,6652,1101,5
927527,5393,1101,2
927534,6103,1423,6
927540,380,1101,2
927541,779,1101,6
927545,1013,1101,6
927551,622,1101,5
927571,1150,1101,2
927574,626,1101,6
927574,10001,1101,6
927575,724,1101,4
927583,415,1101,4
927587,902,1101,5
927592,651,1101,5
927599,3420,1101,4
927603,1854,1101,5
927610,593,1152,5
927621,1923,1101,2
927622,3665,1101,4
927664,3785,1101,1
927666,4914,1428,3
927666,610,1428,3
927673,7349,1101,6
927673,4621,1101,6
927673,1751,1101,6
927687,1936,1101,5
927692,9896,1101,4
927692,201,1101,4
927725,299,1162,1
927726,714,1101,6
927727,2293,1101,6
927737,174,1101,1
927737,1897,1101,1
927757,4156,1101,1
927757,433,1101,1
927757,4093,1101,1
927775,321,1101,3
927778,134,1101,1
927785,1713,1101,1
927787,1450,1101,5
927787,2818,1101,5
927789,103,1101,4
927789,1449,1101,4
927803,1903,1409,5
927807,1176,1409,3
927819,363,1101,1
927821,6204,1101,1
927825,628,1101,1
927839,23305,1101,5
927846,4099,1101,3
927852,4158,1101,6
927857,314,1162,2
927864,636,1263,5
927865,799,1101,2
927871,548,1101,4
927871,6470,1101,4
927871,3800,1101,4
927879,621,1101,6
927903,3865,1101,3
927904,234,1101,1
927915,246,1101,6
927932,957,1101,5
927935,2338,1152,6
927938,3903,1101,3
927962,2633,1101,3
927962,1392,1101,3
927962,1751,1101,3
927967,730,1101,5
927967,15520,1101,5
927988,5689,1101,1
927993,965,1152,6
927994,726,1101,4
927994,5471,1101,4
928004,689,1101,6
928013,4000,1101,6
928014,12,1101,2
928016,1308,1423,5
928017,389,1101,2
928027,1175,1101,1
928033,30,1101,4
928041,1458,1152,6
928043,770,1162,2
928060,1072,1421,1
928072,905,1101,5
928074,147,1101,6
928075,591,1101,5
928075,4831,1101,5
928090,4229,1263,2
928095,639,1101,2
928102,9500,1162,5
928102,25000,1162,5
928104,419,1101,5
928124,4677,1101,6
928134,353,1101,5
928183,5893,1101,5
928202,1841,1101,6
928211,1915,1101,1
928242,3259,1101,1
928243,1562,1101,1
928251,7440,1101,6
928262,1543,1263,1
928265,1104,1101,2
928270,1119,1101,5
928271,1192,1101,4
928274,5629,1101,4
928284,3034,1101,4
928288,798,1101,1
928294,8756,1101,5
928296,962,1101,4
928298,562,1101,6
928307,2147,1101,2
928307,3613,1101,2
928345,2144,1101,4
928345,2887,1101,4
928346,2632,1101,1
928351,4909,1264,1
928355,2000,1101,6
928355,2823,1101,6
928361,625,1101,1
928403,3505,1101,2
928408,1741,1101,5
928410,2085,1101,3
928410,331,1101,3
928416,563,1263,2
928420,11964,1101,1
928427,8652,1101,4
928427,4387,1101,4
928429,119,1162,2
928429,2348,1162,2
928433,4951,1101,5
928433,650,1101,5
928438,4676,1101,3
928442,2578,1101,1
928443,486,1409,1
928453,807,1152,5
928474,277,1101,6
928477,1009,1162,2
928501,2971,1101,2
928505,1578,1101,3
928507,691,1101,1
928507,1170,1101,1
928534,1254,1101,4
928536,1510,1101,1
928537,391,1428,1
928540,937,1101,5
928573,21,1162,6
928583,5029,1101,3
928583,270,1101,3
928588,613,1101,3
928597,387,1101,5
928602,759,1268,6
928602,345,1268,6
928603,5,1101,6
928644,5743,1101,4
928644,2099,1101,4
928648,1829,1261,6
928660,4141,1101,1
928668,510,1101,1
928684,629,1421,2
928688,3253,1101,5
928702,7932,1101,4
928709,5032,1101,5
928714,411,1101,4
928714,3612,1101,4
928722,1943,1101,4
928727,1230,1101,5
928732,819,1428,6
928735,7522,1101,4
928736,1139,1101,4
928758,2837,1101,6
928760,1194,1152,5
928764,1650,1101,2
928769,1324,1101,6
928775,13159,1101,5
928778,398,1152,5
928778,1842,1152,5
928778,555,1152,5
928778,822,1152,5
928778,483,1152,5
928789,4116,1101,2
928795,2482,1101,4
928812,3612,1162,2
928814,5,1268,1
928819,1141,1268,1
928830,329,1246,6
928837,1595,1101,4
928850,1650,1243,4
928856,1326,1101,5
928896,550,1101,6
928907,10470,1101,2
928907,582,1101,2
928915,1360,1103,5
928920,2167,1162,4
928920,1104,1162,4
928922,1774,1101,5
928922,2193,1101,5
928922,602,1101,5
928923,1909,1221,2
928940,1439,1101,5
928947,3976,1101,5
928984,4290,1152,3
929018,415,1101,2
929018,2127,1101,2
929019,2000,1246,5
929022,1193,1263,4
929048,1049,1268,4
929048,2883,1268,4
929048,774,1268,4
929050,688,1101,1
929050,251,1101,1
929050,656,1101,1
929052,1067,1162,5
929056,1558,1101,2
929084,666,1101,5
929084,2411,1101,5
929084,5863,1101,5
929088,592,1101,4
929111,8990,1101,5
929120,1323,1305,1
929120,615,1305,1
929122,7867,1162,4
929122,4023,1162,4
929126,2834,1101,5
929130,1579,1101,3
929131,1538,1101,1
929131,1120,1101,1
929146,1981,1101,2
929151,245,1103,6
929152,3374,1101,4
929167,1815,1101,2
929167,241,1101,2
929180,737,1152,5
929181,6765,1101,5
929186,839,1101,5
929203,1348,1101,5
929215,1701,1101,5
929235,1083,1101,1
929256,921,1101,4
929257,1009,1101,2
929261,6056,1101,6
929263,314,1152,4
929287,299,1101,3
929309,435,1101,6
929314,257,1152,4
929324,900,1101,6
929324,6168,1101,6
929336,1041,1223,4
929370,2874,1152,6
929374,1033,1101,5
929390,532,1101,1
929411,3160,1101,2
929412,5087,1162,1
929439,1604,1101,2
929454,2425,1152,6
929460,737,1162,3
929480,1231,1101,1
929480,864,1101,1
929480,653,1101,1
929480,65,1101,1
929482,4178,1101,3
929490,2230,1101,6
929492,1358,1101,6
929504,984,1101,3
929509,309,1101,6
929514,347,1101,5
929527,1625,1263,3
929529,1171,1101,6
929546,4063,1101,1
929550,833,1421,6
929555,741,1101,5
929559,124,1152,5
929559,2285,1152,5
929559,2503,1152,5
929581,776,1101,3
929585,1064,1101,4
929585,3240,1101,4
929586,6379,1101,6
929594,1795,1101,5
929599,5800,1101,6
929613,923,1152,3
929614,684,1221,5
929629,1915,1101,5
929639,388,1101,5
929649,576,1101,4
929649,3171,1101,4
929649,2447,1101,4
929649,6861,1101,4
929650,1107,1101,3
929651,323,1152,1
929676,625,1101,6
929681,1267,1152,1
929692,12795,1101,5
929694,2276,1101,1
929702,10204,1101,1
929703,1221,1162,6
929704,395,1101,4
929715,1631,1101,4
929752,653,1101,5
929756,2443,1101,5
929772,1764,1101,3
929772,388,1305,3
929778,820,1101,4
929778,7394,1101,4
929791,3116,1101,2
929792,3477,1101,2
929802,3157,1101,6
929809,1095,1101,5
929811,750,1103,3
929816,1313,1152,5
929823,491,1101,5
929824,2706,1101,2
929846,3824,1101,1
929848,865,1423,3
929854,826,1101,2
929860,619,1101,5
929877,1347,1101,5
929893,559,1263,4
929903,1701,1101,2
929925,2212,1101,1
929927,287,1152,2
929941,2329,1101,4
929950,1920,1101,5
929950,12708,1101,5
929952,1871,1101,5
929983,647,1101,2
930009,6115,1152,4
930017,1096,1101,4
930025,446,1101,4
930039,4545,1101,2
930045,3783,1101,4
930059,1898,1101,1
930062,3224,1162,2
930064,1751,1162,2
930065,2273,1101,2
930077,1021,1101,3
930079,1188,1101,1
930096,398,1101,6
930110,10,1101,1
930113,669,1101,3
930135,989,1101,2
930135,373,1101,2
930165,538,1101,5
930180,699,1269,1
930213,1484,1204,5
930237,340,1106,5
930259,3028,1152,3
930259,420,1152,3
930291,1305,1101,4
930304,6435,1263,4
930308,446,1246,6
930310,1745,1101,3
930342,1106,1101,2
930347,2042,1101,1
930349,315,1101,1
930370,548,1401,5
930380,5,1101,1
930380,673,1101,1
930385,101,1101,5
930387,1098,1423,4
930389,429,1162,3
930398,269,1101,5
930407,854,1101,6
930421,673,1101,5
930434,645,1101,6
930445,1867,1101,4
930445,1776,1101,4
930450,2356,1152,1
930450,1008,1428,1
930460,901,1101,5
930461,633,1101,6
930465,2733,1268,4
930466,1017,1162,2
930466,6068,1162,2
930481,5630,1101,2
930481,1304,1101,2
930489,582,1101,5
930494,6599,1101,3
930495,452,1152,2
930496,1757,1223,4
930520,154,1101,2
930523,20020,1268,1
930523,7545,1268,1
930523,1118,1268,1
930526,8287,1101,6
930528,541,1101,6
930528,3169,1101,6
930573,2239,1263,3
930582,594,1101,6
930586,4730,1101,6
930586,4827,1101,6
930586,845,1101,6
930611,1786,1101,5
930612,3805,1428,1
930615,425,1101,4
930617,886,1101,1
930621,685,1101,6
930645,371,1409,2
930648,266,1101,4
930688,732,1101,1
930688,1385,1101,1
930688,1797,1101,1
930688,3463,1101,1
930712,25000,1101,4
930719,12345,1428,4
930727,980,1305,1
930727,537,1305,1
930731,2161,1101,6
930731,293,1101,6
930740,329,1101,4
930744,3266,1226,3
930760,1622,1101,5
930760,22475,1101,5
930791,372,1101,4
930793,3872,1101,3
930807,2236,1162,3
930821,11696,1101,6
930821,584,1101,6
930831,300,1162,2
930839,507,1428,4
930848,560,1101,5
930849,532,1101,5
930856,1104,1101,1
930859,1090,1101,3
930867,1634,1101,2
930870,331,1152,5
930871,4294,1101,4
930871,449,1101,4
930871,4961,1101,4
930871,330,1101,4
930893,771,1101,5
930893,7410,1101,5
930893,1325,1101,5
930894,14800,1101,5
930896,1619,1101,6
930913,298,1152,6
930913,379,1152,6
930923,2873,1101,3
930924,3035,1152,1
930924,10598,1101,1
930936,3248,1101,5
930947,20000,1101,6
930947,1925,1101,6
930949,446,1423,5
930966,527,1162,3
930966,229,1162,3
930969,751,1101,4
930977,234,1101,6
930979,312,1101,5
930980,1475,1101,5
930983,2351,1101,2
930990,1479,1101,5
931010,1849,1101,2
931013,2004,1263,4
931016,1786,1428,1
931050,3768,1261,2
931061,7087,1101,3
931063,1434,1101,6
931068,1229,1101,5
931070,505,1162,1
931074,1317,1305,5
931075,210,1101,3
931081,2143,1152,4
931101,4194,1101,1
931102,2029,1152,4
931141,351,1101,5
931141,746,1101,5
931160,1347,1101,1
931162,751,1263,4
931162,2000,1263,4
931163,3322,1152,2
931177,793,1101,5
931179,6540,1101,2
931184,341,1101,4
931184,8568,1101,4
931201,2874,1152,4
931219,3244,1101,4
931219,781,1101,4
931225,1886,1401,5
931231,634,1101,4
931242,1208,1261,2
931244,1962,1101,4
931250,2479,1101,4
931264,377,1101,3
931273,1187,1101,5
931273,1546,1101,5
931274,1058,1162,1
931302,987,1101,6
931311,2127,1101,5
931324,1906,1101,3
931324,5,1101,3
931338,806,1101,5
931338,645,1101,5
931348,1213,1101,5
931365,4346,1305,2
931371,1028,1101,4
931381,1328,1152,2
931381,1468,1152,2
931382,5742,1263,5
931418,1709,1101,5
931427,1216,1101,5
931443,1131,1101,2
931462,581,1101,2
931471,8326,1421,6
931482,399,1101,4
931486,768,1101,3
931493,4725,1152,1
931496,788,1152,2
931501,633,1101,6
931503,289,1101,5
931509,11003,1152,5
931509,10018,1152,5
931509,6308,1152,5
931531,1860,1101,2
931542,590,1101,3
931550,3241,1101,5
931550,4793,1101,5
931550,11614,1101,5
931566,707,1269,4
931573,313,1305,4
931573,370,1305,4
931585,1852,1101,6
931595,3436,1152,2
931597,1325,1101,6
931601,1306,1263,4
931605,1922,1152,1
931605,5331,1152,1
931618,2352,1101,5
931627,505,1101,4
931642,509,1152,5
931646,3027,1428,6
931655,819,1263,4
931683,1144,1152,5
931683,466,1152,5
931687,2234,1101,6
931699,2009,1152,4
931706,1397,1101,1
931709,5752,1101,6
931732,865,1101,5
931744,2315,1101,1
931751,1095,1101,5
931752,9804,1101,2
931757,5043,1101,2
931757,1784,1101,2
931757,20807,1101,2
931757,778,1101,2
931762,616,1101,4
931777,2742,1268,2
931797,1183,1101,2
931804,9920,1101,6
931805,100,1101,3
931809,1153,1101,1
931831,235,1152,6
931835,527,1152,4
931849,2904,1101,5
931852,354,1101,4
931857,2437,1101,5
931860,1739,1152,4
931860,9987,1152,4
931860,1734,1152,4
931863,688,1101,1
931863,740,1101,1
931869,2811,1101,6
931869,4330,1101,6
931869,763,1101,6
931874,2094,1101,6
931883,813,1162,5
931883,581,1162,5
931887,1237,1101,4
931908,7804,1101,5
931908,313,1101,5
931938,2322,1162,2
931954,124,1162,5
931960,6017,1101,5
931961,2441,1305,4
931963,1109,1101,6
931969,281,1101,3
931975,272,1423,4
931975,7803,1423,4
931984,552,1101,6
931985,884,1421,6
931990,921,1101,6
931990,1076,1101,6
931999,292,1101,3
932002,1444,1162,4
932011,638,1428,1
932017,788,1101,5
932032,11385,1428,2
932039,1577,1101,2
932048,2314,1152,5
932067,2310,1101,6
932076,319,1101,2
932108,2032,1101,5
932116,4271,1421,5
932141,1529,1101,1
932153,11137,1101,5
932168,4301,1101,6
932168,448,1101,6
932168,299,1101,6
932174,808,1268,2
932178,398,1152,4
932178,1306,1152,4
932181,6944,1101,6
932186,2235,1101,2
932195,2180,1101,6
932199,450,1162,3
932203,5671,1243,6
932216,153,1152,4
932220,343,1101,1
932225,1910,1101,1
932226,1066,1101,2
932245,623,1101,4
932248,2734,1101,5
932263,3606,1101,2
932283,2007,1101,1
932285,1625,1152,1
932293,755,1152,4
932296,2159,1101,1
932296,485,1101,1
932296,1557,1101,1
932311,581,1101,3
932314,314,1101,4
932368,3183,1101,5
932370,971,1101,4
932376,11591,1223,6
932376,2352,1223,6
932397,304,1101,2
932406,991,1152,6
932408,132,1101,4
932408,73,1101,4
932437,303,1152,5
932438,1624,1101,2
932453,4699,1101,4
932453,25000,1101,4
932463,552,1101,4
932472,228,1101,6
932472,1089,1101,6
932510,3890,1101,3
932510,14193,1101,3
932526,3485,1101,2
932529,1643,1101,4
932533,1312,1152,2
932560,351,1101,5
932568,1726,1101,4
932573,140,1152,4
932573,343,1152,4
932578,2479,1162,5
932580,577,1101,6
932581,2261,1101,4
932584,306,1101,4
932590,1128,1101,5
932595,155,1101,3
932595,10,1101,3
932605,751,1152,3
932607,328,1261,5
932609,323,1101,5
932611,493,1101,6
932616,357,1101,3
932626,271,1261,6
932627,9271,1101,5
932642,4379,1101,4
932643,325,1101,5
932679,7383,1101,5
932686,321,1101,2
932717,155,1101,4
932724,668,1101,6
932724,642,1101,6
932735,569,1101,4
932739,10,1101,4
932746,5026,1101,1
932748,571,1101,4
932765,409,1101,5
932765,1652,1101,5
932802,804,1101,3
932802,1393,1101,3
932805,13199,1101,3
932805,4110,1101,3
932811,5,1246,6
932822,1078,1423,3
932822,161,1101,4
932856,2419,1101,3
932862,2191,1101,6
932862,734,1101,6
932864,2587,1101,6
932867,7511,1101,6
932876,2263,1101,6
932887,513,1268,3
932902,955,1101,5
932902,661,1101,5
932903,3746,1162,4
932905,524,1101,4
932906,810,1101,3
932906,660,1101,3
932935,6665,1101,5
932937,843,1101,3
932938,579,1152,6
932941,2061,1101,4
932964,1479,1101,6
932964,1850,1101,6
932964,1608,1101,6
932995,7921,1428,2
933004,1178,1101,2
933007,430,1101,2
933009,13494,1101,4
933045,298,1101,3
933046,3949,1263,4
933046,4337,1263,4
933049,2583,1101,1
933063,398,1101,6
933067,2888,1101,3
933069,1185,1404,1
933070,1758,1101,4
933071,261,1162,5
933088,1259,1152,1
933090,1252,1263,1
933106,2162,1101,2
933116,112,1101,4
933126,1268,1261,1
933131,4465,1423,6
933132,437,1101,5
933138,673,1101,2
933141,1135,1101,2
933196,2117,1101,3
933210,1882,1101,4
933222,900,1152,3
933232,1916,1101,2
933234,1335,1101,6
933234,5,1101,6
933234,1055,1101,6
933234,248,1101,6
933234,666,1101,6
933239,3603,1101,3
933239,447,1101,3
933241,2252,1101,4
933250,304,1101,3
933257,1132,1152,3
933258,1174,1261,2
933258,532,1261,2
933267,5,1101,5
933273,4028,1263,6
933277,427,1101,5
933279,11796,1101,4
933287,615,1264,2
933292,570,1162,4
933300,124,1101,1
933300,487,1101,1
933311,3254,1101,1
933314,1458,1101,1
933335,623,1103,5
933380,625,1101,2
933384,285,1101,3
933388,678,1101,5
933388,1119,1268,5
933388,792,1269,5
933401,25000,1101,3
933401,1059,1101,3
933402,686,1152,6
933406,20000,1101,6
933407,5135,1101,6
933407,4252,1101,6
933407,5239,1101,6
933409,4670,1152,4
933426,253,1101,6
933440,1309,1101,6
933452,722,1101,3
933467,1383,1101,4
933485,612,1101,4
933488,1042,1261,5
933489,1693,1101,2
933489,16640,1101,2
933516,988,1101,5
933541,709,1101,2
933541,416,1101,2
933541,6663,1101,2
933541,2200,1101,2
933550,2565,1101,5
933555,637,1101,5
933556,5970,1263,4
933559,2070,1101,1
933562,2054,1101,2
933565,4465,1241,5
933565,9093,1241,5
933565,5000,1241,5
933565,700,1241,5
933565,6000,1241,5
933569,2609,1101,1
933577,372,1409,2
933583,432,1101,6
933597,8358,1152,3
933609,600,1263,3
933621,1450,1162,5
933635,455,1101,4
933640,2229,1305,6
933642,487,1101,5
933642,363,1101,5
933648,3261,1101,5
933653,570,1101,5
933653,1412,1101,5
933657,266,1101,4
933661,740,1101,5
933675,21,1101,4
933677,1112,1101,1
933677,8507,1101,1
933684,1014,1101,2
933689,469,1101,4
933700,961,1101,1
933702,1071,1101,3
933709,2011,1152,2
933740,419,1101,1
933743,673,1101,6
933754,173,1264,1
933766,2959,1101,1
933767,20000,1423,4
933767,5649,1423,4
933770,2122,1101,6
933791,17101,1428,6
933791,10733,1428,6
933791,3016,1428,6
933795,1013,1162,5
933817,14055,1101,6
933894,626,1152,4
933896,1380,1162,4
933930,3256,1152,2
933932,877,1101,4
933945,6337,1421,4
933945,526,1421,4
933958,405,1101,3
933963,1625,1423,6
933970,3388,1101,6
933970,5689,1101,6
933970,307,1101,6
933976,1749,1101,4
933993,1981,1101,5
933995,359,1152,1
934004,949,1101,4
934025,335,1162,3
934029,2895,1152,1
934032,3409,1162,5
934032,3480,1162,5
934032,2245,1162,5
934049,412,1101,6
934081,635,1101,1
934090,662,1101,1
934090,3704,1101,1
934095,4330,1108,5
934096,497,1101,2
934108,1657,1409,1
934129,1569,1101,6
934141,713,1423,4
934143,3949,1101,1
934155,186,1101,2
934164,1916,1101,6
934172,415,1152,6
934174,609,1101,5
934188,5,1101,2
934192,1277,1101,4
934203,5000,1101,1
934203,1179,1101,1
934223,1171,1101,4
934223,5,1101,4
934233,1203,1101,5
934233,288,1101,5
934243,696,1101,3
934253,251,1101,2
934263,1330,1152,4
934270,1605,1104,5
934281,1079,1152,3
934291,2188,1101,1
934291,59,1101,1
934295,728,1101,2
934311,974,1101,5
934318,660,1101,2
934318,2103,1101,2
934318,951,1101,2
934324,2625,1101,1
934325,934,1162,4
934325,648,1162,4
934327,341,1152,5
934358,924,1101,2
934358,2030,1101,2
934358,880,1101,2
934372,1356,1421,3
934433,3142,1101,6
934444,630,1101,6
934447,1314,1101,1
934459,2516,1152,6
934459,9806,1152,6
934460,776,1101,2
934473,1949,1101,1
934487,2075,1101,5
934487,2013,1101,5
934498,2018,1421,4
934518,989,1101,6
934532,5,1101,2
934536,1092,1101,5
934538,3266,1101,6
934538,1842,1101,6
934538,325,1103,6
934538,663,1101,6
934538,618,1101,6
934542,252,1269,6
934564,1454,1101,6
934566,1153,1103,6
934575,1336,1101,5
934599,712,1101,5
934616,864,1101,5
934616,2576,1101,5
934625,1443,1101,3
934631,171,1101,2
934643,350,1101,4
934649,379,1101,1
934651,2121,1101,2
934651,3604,1101,2
934656,795,1101,3
934667,7303,1101,6
934667,1848,1101,6
934676,5685,1101,5
934680,728,1101,4
934681,4848,1101,1
934688,6031,1428,4
934689,1111,1223,3
934692,3430,1101,1
934697,1417,1101,2
934704,4314,1101,6
934705,340,1101,5
934712,7019,1101,4
934731,1507,1101,2
934748,1350,1101,4
934748,3588,1268,4
934748,5510,1268,4
934773,37,1101,5
934780,153,1101,4
934790,680,1152,6
934790,876,1152,6
934796,2864,1152,2
934801,720,1101,6
934820,3500,1103,6
934820,950,1103,6
934820,3500,1103,6
934820,493,1103,6
934833,464,1101,5
934835,398,1162,1
934836,2201,1101,3
934843,3713,1101,3
934858,2,1241,3
934861,178,1101,1
934861,5458,1428,1
934861,2167,1428,1
934864,319,1101,3
934869,1980,1101,1
934874,1167,1101,1
934874,3059,1101,1
934874,2050,1101,1
934886,4040,1101,4
934893,2444,1152,5
934897,1478,1101,6
934903,325,1269,1
934922,2972,1106,6
934922,4021,1106,6
934922,7548,1106,6
934922,1177,1106,6
934922,2433,1106,6
934922,2434,1106,6
934934,10,1101,4
934949,459,1101,4
934954,6253,1261,4
934957,5,1101,6
934985,1722,1268,3
934990,414,1263,4
934998,2896,1428,2
935005,852,1103,6
935008,1631,1162,3
935013,742,1101,3
935026,1175,1269,2
935026,3231,1101,2
935042,2725,1101,6
935042,4450,1101,6
935050,1143,1409,5
935053,2866,1101,3
935121,462,1221,1
935122,546,1101,4
935123,717,1101,5
935123,1104,1101,5
935132,1301,1101,6
935143,3964,1101,5
935154,214,1101,6
935170,1755,1101,1
935176,828,1101,4
935183,10,1101,1
935187,10,1101,6
935196,241,1101,5
935197,1618,1101,2
935206,697,1101,5
935210,1465,1101,2
935226,588,1101,5
935227,10,1101,6
935228,2895,1101,4
935237,2828,1101,5
935241,3283,1305,1
935249,1750,1101,4
935265,1605,1101,4
935270,865,1101,3
935288,405,1101,4
935296,4158,1101,1
935312,307,1101,1
935315,3726,1263,3
935325,1903,1101,4
935327,1398,1152,2
935331,4619,1101,1
935336,12696,1101,6
935336,1010,1101,6
935351,477,1101,5
935354,729,1101,6
935363,2390,1101,4
935367,817,1263,2
935368,443,1101,3
935370,1547,1101,3
935380,13831,1162,6
935380,46,1162,6
935380,4000,1162,6
935380,7983,1162,6
935381,521,1101,5
935394,645,1101,6
935401,523,1101,6
935402,170,1101,5
935426,1321,1101,6
935428,953,1101,4
935451,531,1162,1
935457,10,1261,5
935463,427,1152,2
935482,7757,1152,5
935482,293,1152,5
935482,2610,1152,5
935490,4438,1421,3
935495,4500,1101,4
935516,467,1101,1
935520,1046,1101,5
935539,342,1243,4
935545,312,1101,2
935545,853,1101,2
935547,1039,1101,6
935550,375,1243,6
935573,13000,1152,6
935573,1185,1152,6
935579,827,1101,6
935579,917,1101,6
935579,1843,1101,6
935579,793,1101,6
935579,1294,1101,6
935591,6445,1152,4
935591,1947,1152,4
935591,2294,1152,4
935595,2440,1101,2
935602,1007,1101,6
935619,602,1101,4
935619,3012,1101,4
935619,763,1101,4
935627,8393,1152,4
935627,715,1152,4
935643,883,1101,5
935645,717,1152,2
935649,6143,1101,4
935651,4323,1101,2
935651,616,1101,2
935651,2066,1101,2
935651,5186,1101,2
935652,1301,1101,5
935654,1787,1101,3
935660,1320,1101,1
935661,2531,1162,3
935661,3583,1162,3
935661,499,1162,3
935661,4811,1162,3
935663,236,1101,3
935705,671,1101,1
935718,5588,1101,4
935746,4722,1101,3
935746,689,1101,3
935747,1087,1101,6
935759,843,1101,5
935762,3706,1101,1
935764,3387,1101,1
935769,5831,1101,6
935782,2145,1101,4
935784,784,1152,4
935785,3506,1101,1
935785,1360,1223,4
935785,343,1223,4
935812,876,1101,3
935823,3318,1101,4
935823,250,1101,4
935827,120,1162,4
935828,2076,1152,1
935831,462,1101,5
935839,2005,1268,5
935844,652,1101,5
935846,5912,1101,6
935846,309,1305,6
935858,305,1101,3
935862,491,1162,1
935875,1190,1101,5
935877,591,1101,5
935878,9761,1423,1
935878,9273,1423,1
935878,6817,1423,1
935899,1445,1101,2
935899,5134,1101,2
935906,2221,1421,3
935910,3010,1101,5
935918,1296,1101,5
935918,494,1101,5
935921,1126,1101,6
935923,443,1101,5
935926,934,1152,4
935931,450,1106,5
935945,3500,1101,5
935945,3274,1101,5
935945,657,1101,5
935945,511,1101,5
935945,3498,1101,5
935945,3500,1101,5
935945,7906,1101,5
935949,757,1101,2
935949,1807,1101,2
935949,1409,1101,2
935949,2304,1101,2
935950,1530,1152,2
935962,10671,1101,3
935980,3878,1101,1
935986,2024,1261,4
935986,896,1261,4
936000,6133,1101,1
936000,1937,1101,1
936003,3800,1101,5
936005,468,1101,4
936017,624,1101,5
936019,504,1152,6
936022,590,1101,5
936026,1790,1101,4
936028,2040,1243,5
936035,1757,1101,1
936035,269,1101,1
936036,987,1101,6
936041,495,1101,1
936053,2026,1101,2
936060,1236,1101,5
936060,2177,1101,5
936061,571,1101,4
936080,921,1261,3
936080,3910,1261,3
936082,4214,1101,6
936083,623,1152,6
936100,3891,1101,4
936100,7335,1101,4
936109,2746,1101,2
936115,229,1101,3
936116,7211,1101,3
936117,2008,1152,6
936120,2325,1101,6
936120,527,1101,6
936138,867,1261,4
936144,1534,1101,6
936145,5,1101,2
936157,1904,1268,1
936184,39,1261,5
936184,1514,1261,5
936189,9219,1106,5
936189,9072,1106,5
936191,2941,1243,5
936193,2074,1101,5
936193,8250,1101,5
936193,2724,1101,5
936204,1003,1305,5
936211,647,1101,2
936211,3598,1101,2
936223,1940,1101,2
936248,945,1101,6
936283,1226,1263,1
936285,1239,1101,1
936299,562,1162,2
936316,1814,1101,4
936319,700,1263,4
936319,334,1263,4
936336,2048,1152,2
936352,947,1101,1
936382,12050,1101,6
936388,5748,1269,6
936390,653,1152,2
936397,5124,1101,4
936412,9350,1101,2
936424,4099,1152,6
936430,2545,1101,2
936438,20000,1101,5
936439,645,1101,1
936464,90,1101,5
936465,1426,1261,2
936475,1316,1162,5
936475,20000,1162,5
936475,1307,1162,5
936475,347,1162,5
936495,10351,1421,3
936495,23602,1421,3
936511,358,1101,4
936512,564,1162,4
936514,10,1162,6
936520,1297,1101,1
936524,2126,1101,5
936528,2477,1241,2
936532,2073,1101,4
936537,1658,1101,6
936537,4000,1101,6
936582,746,1101,1
936603,4370,1101,2
936616,1043,1152,4
936624,312,1101,5
936629,1089,1101,5
936629,4180,1101,5
936630,5732,1101,3
936642,20000,1101,6
936652,1111,1152,6
936665,1932,1162,4
936667,855,1101,3
936667,595,1101,3
936667,1865,1101,3
936667,531,1101,3
936680,1338,1101,1
936682,3483,1101,1
936694,4959,1101,2
936702,1361,1101,5
936708,1097,1101,5
936708,3399,1101,5
936718,912,1101,5
936728,331,1101,3
936738,1447,1101,4
936740,1303,1101,4
936753,6971,1101,4
936753,505,1243,4
936790,530,1101,2
936790,142,1101,2
936797,1771,1101,2
936800,1025,1101,6
936814,363,1101,1
936815,1470,1101,4
936849,3127,1162,5
936851,487,1152,4
936885,3923,1101,6
936885,3000,1101,6
936885,1086,1101,6
936894,2900,1101,5
936916,477,1101,1
936920,1414,1101,6
936925,10,1421,5
936942,25000,1101,3
936965,611,1162,5
936972,568,1101,6
936978,1110,1101,6
936978,2429,1101,6
936989,3964,1101,1
936996,1329,1101,2
936996,812,1101,2
937008,2210,1423,4
937011,2430,1101,5
937020,3011,1101,1
937020,332,1101,1
937035,397,1162,5
937065,1284,1263,1
937093,2289,1305,6
937093,4923,1305,6
937123,954,1305,1
937126,2601,1162,1
937126,1121,1162,1
937127,527,1101,4
937132,1863,1101,2
937133,1125,1101,2
937137,2903,1152,6
937154,667,1246,3
937155,3291,1101,3
937185,2740,1152,2
937186,202,1101,4
937212,2437,1101,2
937235,2521,1101,1
