"pol_id","losspaid","class4","tgroup"
162763,1807,1263,5
162766,849,1101,5
162766,938,1101,5
162769,2835,1162,5
162773,3743,1101,6
162777,578,1101,3
162781,4092,1421,5
162781,1240,1421,5
162781,900,1421,5
162781,538,1421,5
162785,2448,1101,1
162789,1888,1101,4
162797,1085,1241,3
162804,825,1269,1
162805,237,1101,4
162805,998,1101,4
162814,1165,1101,5
162820,5969,1428,4
162829,1763,1162,2
162832,1061,1101,3
162836,10,1243,6
162845,32,1101,4
162848,2049,1162,4
162850,3363,1101,4
162853,577,1305,2
162854,16,1101,6
162856,1236,1101,1
162864,6951,1101,1
162874,720,1421,5
162892,503,1101,5
162895,1535,1101,1
162895,2427,1101,1
162895,4768,1101,1
162896,1549,1101,5
162904,13745,1101,6
162904,2663,1101,6
162918,7203,1152,5
162922,1082,1305,5
162930,1805,1101,2
162936,5,1101,1
162941,12304,1421,5
162941,1266,1421,5
162951,712,1101,2
162963,1443,1101,1
162966,1263,1101,6
162971,1131,1101,6
162971,911,1101,6
162981,1567,1101,1
162987,2521,1152,4
162987,8416,1152,4
162987,1205,1152,4
162990,247,1101,5
162995,2491,1152,6
163005,664,1101,4
163021,1154,1101,5
163037,1028,1101,4
163061,1362,1428,3
163084,609,1162,1
163087,663,1101,5
163095,4486,1101,2
163095,25000,1101,2
163097,11444,1101,5
163097,8778,1101,5
163098,1024,1101,6
163135,679,1423,1
163146,2157,1428,1
163150,829,1101,6
163156,707,1101,6
163165,2811,1152,1
163166,2583,1101,4
163176,698,1101,4
163186,1787,1409,1
163186,477,1101,1
163192,2121,1101,4
163208,806,1101,2
163208,2948,1101,2
163219,938,1101,4
163240,3660,1101,4
163247,3088,1101,2
163247,13500,1101,2
163251,12244,1101,5
163319,1493,1423,2
163320,676,1101,4
163323,5675,1101,4
163342,2904,1101,1
163345,938,1152,4
163349,933,1162,3
163350,237,1101,4
163353,1449,1162,1
163354,869,1101,2
163361,1358,1101,1
163361,6342,1101,1
163379,7209,1101,5
163379,3262,1101,5
163395,12730,1428,1
163398,3206,1152,2
163413,2171,1428,4
163414,2738,1101,6
163421,550,1101,5
163427,2222,1162,1
163434,770,1162,3
163435,373,1101,4
163437,7892,1101,1
163451,1834,1421,2
163460,1027,1101,5
163468,418,1101,3
163476,1667,1409,5
163488,2451,1268,4
163497,3503,1103,5
163507,10,1243,6
163515,2904,1101,1
163521,910,1101,6
163528,4705,1101,2
163536,10757,1103,6
163544,307,1162,5
163544,5615,1162,5
163557,2529,1101,5
163567,1825,1101,5
163568,440,1101,4
163594,333,1101,1
163598,2639,1101,5
163600,2038,1101,5
163638,500,1101,6
163648,3707,1101,2
163661,6898,1101,2
163661,5768,1101,2
163667,180,1152,6
163667,2745,1152,6
163669,309,1101,4
163684,571,1101,6
163701,2578,1101,1
163703,238,1152,6
163703,1500,1152,6
163711,1669,1261,3
163730,2302,1305,6
163744,1403,1162,5
163755,402,1101,3
163756,1446,1101,4
163766,454,1101,1
163767,572,1101,2
163775,390,1101,4
163775,135,1101,4
163775,4720,1101,4
163778,1212,1152,5
163779,1459,1101,3
163791,488,1101,5
163793,716,1101,5
163793,3463,1101,6
163793,55,1101,5
163797,275,1152,5
163813,5076,1101,5
163815,2480,1101,6
163841,426,1162,4
163841,1112,1162,4
163850,2023,1101,6
163874,3101,1101,5
163886,4413,1261,4
163889,463,1101,6
163891,272,1101,1
163905,868,1423,2
163912,100,1421,6
163923,1701,1246,3
163927,2874,1101,5
163927,2084,1101,5
163954,2556,1101,2
163955,1218,1101,2
163955,5296,1101,2
163956,1190,1101,5
163972,1607,1101,2
163973,682,1162,2
163977,1616,1101,5
163982,2934,1101,4
163984,3819,1101,2
163996,198,1101,4
163996,579,1101,4
164004,384,1101,2
164013,680,1106,6
164013,332,1106,6
164031,5116,1101,4
164037,1175,1101,6
164047,422,1101,5
164049,790,1101,1
164049,3332,1101,1
164049,1464,1101,1
164055,396,1152,1
164056,4335,1263,1
164056,7516,1263,1
164056,8500,1263,1
164084,1271,1101,3
164104,641,1162,2
164109,2607,1101,3
164111,572,1101,4
164115,346,1162,3
164145,20000,1101,3
164145,1386,1101,3
164157,2928,1152,2
164172,1897,1101,2
164189,976,1101,4
164194,3320,1263,3
164194,6164,1263,3
164200,483,1101,5
164205,385,1261,1
164226,2060,1101,1
164226,1058,1101,1
164227,3715,1101,2
164232,733,1106,5
164232,575,1106,5
164232,3743,1106,5
164232,733,1106,5
164236,6953,1101,1
164261,818,1421,3
164263,677,1423,6
164263,786,1423,6
164264,329,1101,4
164267,919,1101,3
164278,10,1101,4
164298,557,1101,1
164317,15,1101,5
164317,5,1101,5
164319,1092,1101,6
164327,786,1101,4
164330,5030,1101,6
164336,952,1106,5
164347,283,1103,4
164348,806,1101,2
164356,775,1101,2
164367,805,1152,5
164378,3905,1162,1
164390,3645,1101,6
164392,1972,1101,4
164411,648,1101,2
164417,7009,1101,4
164417,2328,1101,4
164417,2626,1101,4
164417,1215,1101,4
164429,8552,1421,6
164467,1482,1269,4
164468,1332,1305,3
164481,804,1101,2
164503,619,1101,4
164504,2167,1101,4
164513,566,1101,1
164513,337,1101,3
164526,959,1101,5
164536,1364,1101,3
164545,440,1101,2
164585,3498,1101,5
164585,521,1101,5
164588,2419,1101,2
164588,7100,1101,2
164599,11560,1101,1
164600,478,1101,1
164600,398,1101,1
164603,1206,1101,3
164614,3046,1101,4
164615,848,1261,4
164621,597,1101,2
164621,328,1101,2
164636,3533,1243,6
164639,2216,1101,4
164655,1076,1263,5
164657,1436,1409,3
164659,2404,1101,5
164666,3369,1101,5
164682,495,1101,6
164682,499,1101,6
164688,578,1101,2
164698,3131,1101,2
164704,4568,1101,4
164709,200,1101,2
164710,864,1162,6
164714,2184,1428,2
164718,531,1101,4
164720,6153,1101,6
164720,13843,1101,6
164728,811,1101,1
164729,942,1101,1
164731,5215,1162,2
164735,5075,1101,5
164735,4831,1101,5
164735,2258,1101,5
164739,184,1101,4
164762,432,1162,5
164776,2112,1152,5
164787,1207,1101,4
164792,2700,1101,4
164792,1146,1101,4
164795,516,1428,3
164801,1358,1101,5
164818,8091,1162,2
164830,461,1162,2
164830,2753,1162,2
164831,5,1101,3
164831,344,1101,3
164836,3547,1261,3
164850,2777,1101,4
164872,338,1152,2
164876,1818,1162,1
164877,2212,1101,5
164892,5772,1101,2
164892,1336,1101,2
164895,341,1101,5
164905,2092,1101,5
164907,2268,1101,4
164907,5072,1101,4
164921,9625,1101,4
164921,6832,1101,4
164921,3119,1101,4
164927,5393,1428,1
164950,1224,1423,1
164951,336,1152,5
164956,326,1101,4
164956,1315,1101,4
164958,860,1101,2
164963,2775,1101,6
164967,4225,1152,3
164976,1773,1152,2
165000,4132,1423,1
165002,720,1101,4
165004,2031,1101,5
165004,1752,1101,5
165006,571,1101,1
165021,852,1152,6
165028,499,1101,5
165030,3142,1428,6
165030,835,1428,6
165030,9756,1428,6
165047,3859,1152,4
165058,787,1101,2
165066,6001,1101,5
165066,1174,1101,5
165074,339,1101,4
165077,771,1101,5
165080,382,1101,3
165080,431,1101,3
165080,3294,1101,3
165083,3987,1101,3
165103,317,1101,5
165103,2206,1101,5
165103,827,1101,5
165109,554,1101,1
165113,8140,1101,4
165120,1234,1101,3
165124,3020,1101,2
165130,7771,1101,4
165130,5718,1101,4
165130,10750,1101,4
165141,943,1261,1
165160,357,1103,6
165170,1703,1101,1
165170,286,1101,1
165174,1380,1108,5
165174,2226,1108,5
165190,52,1101,3
165201,1437,1152,4
165207,600,1101,4
165232,536,1101,5
165232,1170,1101,5
165251,199,1243,2
165277,829,1101,6
165281,1122,1101,2
165293,4484,1101,1
165299,6388,1101,2
165300,10816,1152,4
165300,1195,1152,4
165307,931,1101,1
165319,310,1263,5
165325,750,1101,4
165328,998,1152,6
165338,3560,1404,4
165341,1912,1101,2
165342,2875,1263,1
165371,816,1101,5
165388,2486,1101,1
165391,674,1101,1
165393,7192,1101,5
165398,1318,1152,2
165400,490,1101,3
165407,846,1101,6
165411,1783,1101,4
165414,49,1101,2
165416,570,1101,3
165418,910,1101,5
165427,558,1101,4
165451,2134,1101,6
165468,825,1101,3
165473,1353,1101,5
165473,1414,1101,5
165473,2393,1101,5
165473,2233,1101,5
165487,9968,1101,5
165487,5822,1101,5
165499,1095,1101,4
165508,409,1101,6
165508,2766,1101,6
165510,499,1103,5
165510,9699,1103,5
165514,5,1246,6
165515,1419,1101,1
165534,902,1101,5
165543,3040,1101,4
165546,4211,1101,3
165549,10589,1152,4
165549,8602,1152,4
165557,4399,1101,1
165560,206,1101,6
165562,2864,1101,3
165578,1031,1152,1
165587,494,1162,5
165590,4083,1152,2
165598,299,1101,6
165600,2673,1101,2
165600,3300,1101,2
165600,219,1101,2
165600,3300,1101,2
165600,4482,1101,2
165600,1513,1101,2
165619,583,1223,6
165629,565,1101,4
165662,135,1162,4
165662,5004,1162,4
165662,2331,1162,4
165662,2200,1162,4
165664,384,1101,3
165683,10782,1152,2
165685,20428,1101,5
165685,24481,1101,5
165685,9878,1101,5
165694,2738,1101,6
165694,2968,1101,6
165694,595,1101,6
165694,2475,1101,6
165696,620,1101,4
165701,1114,1103,3
165706,948,1101,2
165712,301,1101,5
165713,1755,1101,4
165717,6071,1226,6
165717,4500,1226,6
165717,4248,1226,6
165723,568,1101,1
165728,1765,1101,5
165730,9913,1101,4
165730,7474,1101,4
165732,4275,1162,3
165732,648,1162,3
165737,3,1101,6
165740,39,1305,3
165742,4488,1101,4
165742,468,1101,4
165742,3149,1101,4
165750,555,1152,2
165782,244,1101,4
165782,766,1101,4
165784,2440,1101,4
165787,11417,1428,6
165787,16921,1428,6
165803,2464,1101,6
165807,2159,1101,5
165840,649,1101,6
165840,7955,1101,6
165856,414,1101,2
165859,409,1101,5
165859,230,1428,5
165862,4064,1101,5
165868,5944,1101,4
165874,14269,1101,5
165874,12500,1101,5
165879,1066,1101,4
165883,5133,1101,6
165883,718,1101,6
165884,93,1101,2
165912,390,1101,3
165921,893,1101,2
165921,1964,1101,2
165922,4079,1101,5
165925,8648,1162,2
165930,2923,1152,1
165931,524,1101,3
165941,2053,1101,2
165948,1727,1101,2
165987,3043,1423,6
165993,2195,1101,2
165996,1192,1101,6
165998,914,1101,5
166013,1276,1101,2
166028,2672,1101,5
166028,828,1101,5
166030,839,1101,4
166030,4244,1101,4
166030,971,1101,4
166059,1898,1101,4
166066,3996,1101,4
166066,10,1101,4
166066,1559,1101,4
166074,611,1152,5
166074,3696,1152,5
166074,3000,1152,5
166079,1441,1101,4
166079,1305,1101,4
166081,1176,1152,2
166133,1585,1101,2
166135,2293,1101,5
166136,865,1268,3
166139,1646,1101,4
166145,2534,1101,5
166145,995,1101,5
166145,5200,1101,5
166155,2659,1261,5
166159,1927,1101,5
166178,4606,1101,2
166192,458,1101,5
166198,3779,1268,6
166204,2150,1152,5
166204,743,1152,5
166211,820,1101,4
166211,5,1101,4
166217,1053,1101,5
166220,4568,1101,3
166221,2335,1101,5
166223,3127,1101,2
166225,2525,1101,2
166225,368,1101,2
166226,19356,1162,4
166226,4135,1162,4
166228,13024,1101,4
166253,2566,1305,5
166275,750,1261,4
166276,6961,1101,2
166276,348,1101,2
166281,470,1101,2
166287,3855,1101,3
166302,1421,1101,3
166305,2173,1101,3
166312,2675,1101,2
166312,303,1101,2
166313,1028,1101,5
166316,273,1101,6
166326,1080,1152,2
166329,399,1101,5
166339,2624,1162,1
166340,634,1101,1
166348,923,1101,2
166349,7530,1101,4
166358,565,1101,5
166370,573,1152,4
166401,4656,1101,2
166406,1239,1152,2
166412,525,1101,1
166415,476,1268,3
166420,10839,1101,5
166420,9654,1101,5
166423,93,1421,3
166423,7139,1421,3
166423,1546,1421,3
166423,3386,1421,3
166423,7571,1421,3
166423,363,1421,3
166425,160,1101,1
166450,482,1101,6
166458,403,1101,6
166464,6511,1101,3
166464,3510,1101,3
166464,6720,1101,3
166464,1036,1101,3
166464,4455,1101,3
166464,2740,1101,3
166476,1881,1101,6
166476,924,1101,6
166476,778,1101,6
166476,1317,1101,6
166476,398,1101,6
166476,5600,1101,6
166476,3707,1101,6
166489,373,1101,4
166492,662,1101,4
166492,197,1101,4
166492,3103,1101,4
166509,395,1101,4
166520,1921,1101,1
166529,4067,1101,1
166529,2039,1101,1
166541,318,1101,4
166542,375,1101,5
166558,718,1101,4
166572,867,1103,5
166582,615,1101,5
166601,1500,1101,6
166601,1389,1101,6
166603,2759,1162,1
166628,555,1152,1
166628,523,1101,1
166628,684,1152,1
166628,8717,1152,1
166628,25000,1152,1
166628,2347,1152,1
166637,1203,1162,1
166638,2193,1101,2
166638,3466,1101,2
166641,670,1101,4
166652,3525,1101,3
166679,1910,1152,4
166680,301,1101,4
166685,598,1101,3
166693,2939,1101,6
166694,7619,1263,2
166698,2719,1401,6
166698,1506,1401,6
166700,3197,1409,4
166711,3673,1152,2
166711,3214,1152,2
166716,1919,1101,1
166717,100,1101,5
166717,2185,1101,5
166736,2378,1101,5
166775,2943,1269,5
166775,276,1269,5
166775,2453,1269,5
166789,7308,1101,6
166802,3046,1101,6
166802,2721,1101,6
166803,1639,1101,3
166817,731,1162,2
166832,5418,1101,3
166832,404,1101,3
166850,606,1409,5
166857,346,1101,4
166860,517,1101,6
166860,6187,1101,6
166870,532,1101,4
166874,865,1101,3
166879,6998,1101,5
166882,340,1162,2
166883,450,1101,4
166891,1222,1101,4
166896,925,1101,4
166898,1212,1101,6
166904,1211,1101,2
166907,334,1305,2
166909,511,1101,6
166928,2419,1101,2
166933,7475,1101,5
166933,6978,1101,5
166938,6956,1101,1
166941,363,1101,5
166945,3486,1152,2
166960,6523,1152,2
166967,3974,1101,5
166967,481,1101,5
166974,1830,1101,4
166978,2003,1101,5
166978,1175,1101,5
167001,1564,1101,1
167050,1349,1264,4
167053,488,1101,5
167054,2201,1421,4
167054,8004,1101,4
167064,676,1101,5
167087,780,1101,3
167094,518,1152,2
167097,2086,1101,6
167097,41,1101,6
167103,359,1101,2
167108,4302,1162,4
167115,298,1101,3
167127,718,1162,4
167129,3392,1101,6
167137,2854,1152,1
167139,556,1101,4
167139,2840,1101,4
167140,829,1101,5
167143,592,1101,2
167144,4950,1263,1
167159,4147,1101,1
167163,201,1101,5
167167,5867,1152,5
167183,4677,1107,6
167191,3044,1101,2
167215,1341,1101,5
167222,3844,1101,1
167223,435,1101,2
167223,3194,1101,2
167226,8642,1101,4
167231,4512,1101,4
167232,2811,1101,6
167232,2201,1101,6
167232,6336,1101,6
167239,1773,1162,3
167242,179,1101,6
167242,7741,1101,6
167254,2940,1263,4
167258,3202,1101,1
167262,2090,1263,6
167283,3442,1101,1
167284,3591,1101,5
167293,314,1101,5
167293,4937,1101,5
167299,300,1101,3
167320,4086,1162,5
167321,904,1101,2
167323,1736,1101,6
167323,1823,1101,6
167351,814,1101,4
167353,1954,1101,3
167354,270,1101,2
167379,658,1101,3
167396,2517,1269,2
167416,2169,1162,1
167427,502,1101,6
167448,683,1101,2
167452,645,1305,1
167467,320,1101,6
167477,1721,1101,5
167506,681,1101,5
167523,623,1101,4
167548,471,1423,4
167567,5546,1101,1
167587,651,1423,5
167605,2034,1101,1
167605,1575,1101,1
167611,493,1263,5
167612,5203,1101,4
167615,2632,1101,5
167619,735,1101,6
167619,6765,1101,6
167621,549,1162,5
167626,4417,1101,5
167626,8499,1101,5
167626,6441,1101,5
167637,1614,1101,1
167638,3688,1101,4
167641,3178,1101,4
167647,360,1101,1
167654,5233,1101,6
167659,364,1152,5
167659,861,1152,5
167677,1211,1101,1
167678,816,1101,6
167684,880,1101,5
167687,722,1152,2
167696,513,1101,5
167697,1857,1101,5
167709,2200,1101,5
167710,433,1101,5
167716,269,1101,4
167716,1121,1101,4
167721,4880,1101,3
167721,1541,1101,3
167729,795,1421,3
167731,4791,1101,5
167743,1437,1401,1
167756,1712,1101,4
167758,284,1101,2
167771,10172,1101,4
167771,2893,1101,4
167775,904,1101,5
167788,1995,1101,4
167797,3990,1101,5
167804,980,1268,4
167817,605,1421,3
167820,876,1101,2
167843,9080,1101,5
167855,1289,1101,2
167864,231,1101,2
167868,5252,1101,4
167884,1955,1101,4
167886,473,1305,1
167888,1087,1101,5
167894,5153,1101,5
167897,2508,1101,6
167900,511,1101,2
167902,656,1423,4
167902,800,1423,4
167905,5145,1103,6
167905,115,1103,6
167929,2687,1101,6
167944,3387,1101,2
167962,4752,1152,1
167965,1136,1101,1
167965,1079,1101,1
167974,690,1101,5
167986,439,1162,5
167994,3178,1305,5
167997,1586,1101,2
167997,5456,1101,2
167997,930,1101,2
168012,3165,1101,6
168019,1133,1101,5
168022,1439,1101,5
168025,1130,1101,4
168030,558,1101,1
168036,1875,1261,1
168036,6202,1261,1
168036,7986,1261,1
168036,767,1261,1
168041,1286,1263,5
168041,1246,1263,5
168041,4637,1263,5
168047,4027,1101,3
168053,1144,1101,2
168060,471,1101,2
168065,3793,1152,3
168069,2099,1101,4
168093,5751,1263,5
168093,881,1263,5
168113,1418,1101,5
168115,736,1101,5
168121,1488,1101,2
168123,6681,1101,2
168125,1120,1152,2
168133,1846,1101,4
168155,1114,1162,1
168155,1056,1162,1
168155,673,1162,1
168158,10,1263,2
168162,2252,1101,1
168172,8476,1101,5
168172,9278,1101,5
168177,4024,1428,4
168184,1678,1101,2
168188,529,1104,6
168188,263,1104,6
168214,8100,1101,2
168217,1567,1101,1
168218,338,1101,4
168218,3664,1101,4
168226,9243,1101,2
168234,983,1101,5
168247,47,1101,4
168247,1378,1101,4
168247,1028,1101,4
168247,6719,1101,4
168273,1487,1101,6
168292,13360,1101,2
168316,528,1423,5
168333,1769,1101,3
168333,445,1101,3
168337,902,1101,2
168338,512,1101,1
168343,3712,1263,1
168362,3537,1101,4
168362,7499,1101,4
168362,3002,1101,4
168363,2112,1101,3
168368,1204,1101,3
168371,40,1103,6
168374,1379,1101,1
168377,3200,1101,4
168377,1256,1101,4
168384,1312,1101,2
168386,1245,1101,2
168390,11670,1101,3
168420,266,1101,4
168420,1077,1101,4
168420,1929,1101,4
168441,1957,1101,6
168443,2121,1101,3
168445,1071,1305,5
168452,1436,1101,5
168454,3412,1101,6
168458,927,1101,4
168470,469,1101,6
168472,10,1101,5
168472,787,1101,5
168479,1108,1103,6
168479,245,1103,6
168482,1862,1423,1
168484,20000,1162,2
168485,966,1101,5
168490,2691,1162,5
168504,2842,1268,2
168516,118,1101,1
168516,1632,1101,1
168517,4685,1101,1
168555,2620,1101,1
168579,4048,1152,1
168579,8287,1152,1
168584,1075,1305,5
168584,475,1305,5
168598,1768,1101,2
168603,4759,1152,4
168616,841,1101,5
168630,305,1423,3
168635,956,1101,4
168646,902,1268,3
168647,639,1101,5
168653,25000,1101,2
168653,4316,1101,2
168653,19070,1101,2
168657,1226,1101,4
168662,1240,1101,5
168662,7121,1101,5
168662,2655,1101,5
168662,274,1263,5
168662,398,1101,5
168668,2931,1101,6
168669,4932,1261,4
168669,876,1261,4
168671,3653,1423,1
168674,1532,1101,5
168684,1882,1101,1
168687,5446,1101,6
168687,563,1101,6
168687,660,1101,6
168698,1135,1101,3
168700,1870,1101,6
168700,4055,1101,6
168706,5729,1101,2
168706,3464,1101,2
168712,339,1101,5
168717,367,1101,5
168717,169,1101,5
168724,1142,1268,1
168736,2864,1421,5
168736,965,1421,5
168751,2532,1101,3
168752,397,1101,5
168757,57,1101,5
168767,1722,1101,6
168767,11964,1101,6
168770,923,1423,2
168772,1061,1101,1
168778,348,1101,4
168788,425,1101,6
168796,361,1152,6
168819,1972,1101,5
168820,607,1162,2
168825,1368,1261,4
168826,143,1101,4
168834,4467,1305,4
168838,3518,1101,1
168847,1813,1423,2
168856,2573,1101,2
168857,1983,1101,5
168857,6441,1101,5
168857,1596,1101,5
168875,592,1101,5
168904,6470,1152,4
168904,4610,1152,4
168914,2297,1101,5
168920,9959,1409,1
168924,884,1101,3
168926,3238,1162,4
168926,2048,1162,4
168935,441,1101,4
168940,11960,1101,6
168940,520,1101,6
168940,2695,1101,6
168940,3844,1101,6
168940,404,1101,6
168943,1611,1101,5
168948,3816,1101,3
168950,4177,1162,2
168952,553,1101,2
168953,648,1101,3
168955,478,1101,4
168961,2638,1101,5
168961,11529,1101,5
168961,470,1101,5
168961,1567,1101,5
168961,2556,1101,5
168964,340,1101,4
168978,669,1268,2
168978,18771,1268,2
168978,3409,1268,2
168989,563,1101,2
168990,714,1101,4
168990,859,1101,4
168997,332,1101,6
169001,773,1101,2
169003,8635,1152,6
169008,590,1101,3
169008,204,1101,3
169008,3285,1101,3
169011,321,1101,6
169014,20810,1101,5
169014,16470,1101,5
169018,356,1226,6
169018,504,1226,6
169018,16862,1226,6
169018,750,1226,6
169018,13723,1226,6
169027,322,1152,5
169028,6092,1423,2
169036,2377,1101,5
169043,348,1101,4
169046,6679,1101,2
169051,1636,1101,6
169052,3837,1101,6
169061,232,1162,2
169080,2136,1101,6
169099,379,1101,5
169113,1108,1269,1
169115,712,1101,6
169148,130,1101,1
169162,1587,1101,2
169162,518,1101,2
169180,1200,1101,4
169180,2749,1101,4
169197,676,1162,5
169219,644,1101,1
169220,1661,1152,5
169225,1036,1101,2
169237,1947,1263,4
169240,434,1101,6
169247,845,1152,1
169250,4271,1101,5
169251,585,1223,6
169252,9,1101,4
169255,448,1101,5
169272,1049,1101,5
169279,342,1101,4
169293,1333,1101,4
169305,25000,1101,5
169305,13265,1101,5
169315,724,1101,3
169324,5708,1101,5
169324,1535,1101,5
169324,6151,1101,5
169324,727,1101,5
169328,7155,1101,5
169333,960,1101,5
169333,9653,1101,5
169333,4765,1101,5
169334,416,1101,1
169335,2303,1152,5
169336,590,1268,1
169341,9055,1101,5
169341,7574,1101,5
169355,333,1101,2
169358,570,1101,4
169378,377,1101,3
169380,12226,1101,1
169385,900,1101,2
169386,783,1268,2
169405,3418,1101,3
169405,1673,1101,3
169405,829,1101,3
169405,251,1101,3
169405,579,1101,3
169410,4819,1101,2
169410,2436,1101,2
169410,288,1101,2
169413,807,1152,6
169413,783,1152,6
169427,1895,1101,2
169438,1463,1101,5
169442,425,1101,4
169445,575,1101,2
169459,208,1101,5
169463,1323,1101,6
169463,921,1101,6
169465,3494,1101,4
169465,7489,1101,4
169465,8077,1101,4
169465,1929,1101,4
169465,1449,1101,6
169465,11605,1101,4
169479,11502,1101,1
169479,1552,1101,1
169491,25,1423,6
169495,644,1101,1
169511,1034,1101,5
169521,1814,1152,2
169523,151,1101,5
169524,913,1101,4
169528,1072,1101,2
169531,528,1101,5
169531,2974,1101,5
169531,77,1101,5
169531,857,1101,5
169531,444,1101,5
169547,25,1261,4
169547,237,1261,4
169552,508,1101,3
169558,2876,1101,4
169567,3901,1101,1
169568,4,1101,4
169578,1084,1101,6
169593,1144,1101,6
169607,2760,1101,3
169624,1547,1103,6
169629,1519,1243,4
169640,447,1101,1
169642,2558,1261,6
169651,791,1428,4
169656,5,1101,4
169658,2878,1162,2
169668,1140,1101,5
169681,805,1101,1
169695,800,1101,4
169701,2657,1101,5
169701,6159,1101,5
169704,1437,1101,5
169732,1958,1101,5
169733,360,1101,1
169740,1590,1162,5
169747,1303,1101,4
169753,500,1101,6
169753,3834,1101,6
169762,128,1101,3
169768,1356,1101,2
169768,263,1101,2
169791,2997,1101,2
169792,3661,1101,5
169809,1821,1101,2
169818,2100,1101,6
169823,960,1101,6
169825,16954,1103,6
169839,118,1101,5
169839,2158,1101,5
169839,538,1101,5
169842,822,1263,2
169845,7478,1101,6
169876,2930,1101,4
169878,487,1101,1
169886,702,1101,4
169897,2025,1101,2
169905,9006,1101,5
169906,2401,1101,5
169917,16142,1101,5
169925,1149,1423,4
169925,859,1428,4
169926,169,1101,5
169933,5237,1106,6
169933,7744,1106,6
169937,124,1101,4
169937,1873,1101,4
169938,1334,1101,5
169940,657,1101,6
169942,344,1101,5
169946,1578,1101,5
169955,2048,1101,4
169959,1580,1101,1
169977,1303,1226,6
169980,4056,1101,5
169986,597,1101,4
169987,2262,1101,4
169989,224,1261,2
170003,1673,1269,5
170009,6811,1101,6
170021,5104,1101,6
170022,1374,1101,5
170031,5656,1101,5
170033,1036,1246,6
170036,684,1101,2
170037,6898,1101,6
170048,968,1101,1
170062,3096,1101,6
170073,7403,1269,2
170073,8197,1269,2
170073,10841,1269,2
170073,3007,1269,2
170083,2246,1152,1
170088,4566,1101,2
170094,13204,1101,2
170094,2336,1101,2
170095,1223,1101,5
170098,485,1101,4
170100,672,1101,5
170110,580,1101,5
170118,2045,1101,2
170138,1243,1264,4
170138,426,1264,4
170142,898,1101,4
170142,454,1101,4
170147,1794,1152,2
170150,1379,1261,2
170151,3994,1428,3
170154,422,1152,2
170159,4972,1101,2
170161,249,1101,1
170165,347,1423,1
170168,304,1421,2
170172,270,1101,1
170177,664,1101,6
170183,6249,1101,5
170186,856,1263,4
170197,1377,1101,6
170211,1801,1103,6
170215,2703,1162,4
170215,2200,1162,4
170227,2664,1101,4
170231,623,1162,5
170231,495,1162,5
170231,324,1162,5
170236,1832,1101,2
170236,2679,1101,2
170236,2143,1101,2
170237,1185,1101,5
170246,2608,1101,5
170259,7614,1101,2
170267,2084,1152,1
170277,11064,1268,5
170288,10174,1305,4
170291,649,1101,3
170292,1153,1241,6
170296,360,1152,4
170313,250,1101,6
170318,569,1152,6
170334,310,1101,3
170334,740,1101,3
170334,380,1101,3
170346,565,1101,2
170348,244,1101,2
170361,651,1101,6
170376,457,1152,4
170387,1544,1101,5
170387,20000,1101,5
170395,750,1101,5
170409,88,1101,1
170409,801,1101,1
170418,4282,1101,1
170420,306,1162,2
170422,916,1101,1
170427,666,1101,1
170427,1155,1101,1
170433,1888,1101,5
170433,382,1101,5
170452,2575,1101,4
170455,1216,1243,4
170463,7168,1101,6
170497,948,1101,5
170502,2806,1223,5
170502,371,1223,5
170502,322,1223,5
170505,1237,1101,6
170505,124,1101,6
170505,525,1101,6
170519,2408,1101,2
170522,2700,1162,1
170522,559,1162,1
170532,1581,1263,5
170541,3474,1101,6
170543,491,1162,5
170546,1077,1101,6
170550,76,1101,4
170566,289,1101,2
170573,1557,1101,5
170575,756,1162,1
170582,361,1101,5
170591,1535,1101,3
170591,2480,1101,3
170597,3054,1101,2
170597,400,1101,2
170605,1941,1101,6
170610,1349,1101,1
170623,555,1428,1
170623,682,1428,1
170635,1485,1101,5
170635,724,1101,5
170639,1834,1101,1
170643,816,1101,4
170653,312,1101,2
170656,3306,1101,6
170656,6419,1101,6
170679,1036,1101,4
170699,2580,1101,2
170699,25000,1101,2
170699,3264,1101,2
170702,12078,1101,6
170702,9817,1101,6
170716,971,1152,4
170717,6803,1162,4
170717,972,1162,4
170717,6218,1162,4
170727,10037,1261,4
170730,358,1101,2
170738,242,1101,5
170742,29,1101,6
170748,2923,1101,6
170765,810,1428,1
170791,317,1101,5
170792,1350,1101,6
170792,644,1101,6
170792,2400,1101,6
170792,6288,1101,6
170792,6464,1101,6
170792,1973,1101,6
170792,15633,1101,6
170792,6522,1101,6
170824,2787,1101,6
170836,1372,1101,6
170836,1026,1101,6
170841,78,1101,2
170841,7887,1101,2
170851,781,1101,5
170860,1071,1101,1
170864,9962,1101,3
170864,9571,1101,3
170864,309,1101,3
170864,4423,1101,3
170864,309,1101,3
170865,4792,1101,6
170866,7183,1268,1
170874,2275,1101,1
170875,6379,1101,6
170881,3856,1409,3
170883,4983,1101,4
170910,946,1101,4
170921,519,1101,5
170924,4144,1101,5
170927,1546,1101,6
170941,735,1101,5
170948,695,1101,4
170954,3626,1101,5
170962,693,1101,4
170968,356,1305,2
170985,2699,1101,6
171017,1593,1101,6
171021,968,1101,2
171024,448,1101,1
171033,691,1162,5
171037,790,1101,3
171039,4035,1152,6
171039,645,1152,6
171042,3407,1101,5
171052,636,1101,5
171052,233,1101,5
